key_index,configuration_key,value_status,source
214,REPAIR_MODE_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
215,REPAIR_MODE_ACTIVE_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
216,REPAIR_MODE_RADIUS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
217,REPAIR_MODE_POWER,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
218,BOOSTERS_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
219,BOOSTERS_ACTIVE_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
220,COUNTERMEASURES_PULSETIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
221,COUNTERMEASURES_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
222,COUNTERMEASURES_PULSE_RADIUS,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
223,SELF_DESTRUCT_PREPARE_TOGGLE_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
224,SELF_DESTRUCT_ACTIVATE_COOLDOWN,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
225,SELF_DESTRUCT_TIMER,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
226,PLAYER_REPAIR_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
227,PLAYER_REPAIR_AMOUNT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
228,AI_REPAIR_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
229,AI_REPAIR_AMOUNT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
230,FIGHTER_REPAIR_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
231,FIGHTER_REPAIR_AMOUNT,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
232,READY_ROOM_MISSION_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
233,READY_ROOM_MUTATOR_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
234,READY_ROOM_TEAM_TIME,RUNTIME_RESOLVED_NOT_EMBEDDED,voidhunters.jar:qb.a[]
